date,value,state
1998-10-10,456,VT
1998-10-17,582,VT
1998-10-24,826,VT
1998-10-31,805,VT
1998-11-07,905,VT
1998-11-14,763,VT
1998-11-21,811,VT
1998-11-28,1021,VT
1998-12-05,888,VT
1998-12-12,719,VT
1998-12-19,860,VT
1998-12-26,1872,VT
1999-01-02,1404,VT
1999-01-09,1310,VT
1999-01-16,664,VT
1999-01-23,796,VT
1999-01-30,757,VT
1999-02-06,725,VT
1999-02-13,641,VT
1999-02-20,534,VT
1999-02-27,1127,VT
1999-03-06,591,VT
1999-03-13,629,VT
1999-03-20,573,VT
1999-03-27,537,VT
1999-04-03,680,VT
1999-04-10,888,VT
1999-04-17,1002,VT
1999-04-24,1165,VT
1999-05-01,569,VT
1999-05-08,467,VT
1999-05-15,456,VT
1999-05-22,477,VT
1999-05-29,413,VT
1999-06-05,425,VT
1999-06-12,417,VT
1999-06-19,726,VT
1999-06-26,764,VT
1999-07-03,527,VT
1999-07-10,553,VT
1999-07-17,456,VT
1999-07-24,472,VT
1999-07-31,578,VT
1999-08-07,367,VT
1999-08-14,372,VT
1999-08-21,303,VT
1999-08-28,333,VT
1999-09-04,326,VT
1999-09-11,417,VT
1999-09-18,352,VT
1999-09-25,386,VT
1999-10-02,340,VT
1999-10-09,379,VT
1999-10-16,446,VT
1999-10-23,625,VT
1999-10-30,779,VT
1999-11-06,911,VT
1999-11-13,692,VT
1999-11-20,816,VT
1999-11-27,861,VT
1999-12-04,859,VT
1999-12-11,671,VT
1999-12-18,748,VT
1999-12-25,1249,VT
2000-01-01,1368,VT
2000-01-08,1174,VT
2000-01-15,812,VT
2000-01-22,828,VT
2000-01-29,600,VT
2000-02-05,504,VT
2000-02-12,520,VT
2000-02-19,458,VT
2000-02-26,613,VT
2000-03-04,809,VT
2000-03-11,617,VT
2000-03-18,460,VT
2000-03-25,576,VT
2000-04-01,672,VT
2000-04-08,972,VT
2000-04-15,878,VT
2000-04-22,879,VT
2000-04-29,766,VT
2000-05-06,542,VT
2000-05-13,469,VT
2000-05-20,500,VT
2000-05-27,412,VT
2000-06-03,373,VT
2000-06-10,399,VT
2000-06-17,566,VT
2000-06-24,813,VT
2000-07-01,468,VT
2000-07-08,572,VT
2000-07-15,545,VT
2000-07-22,503,VT
2000-07-29,376,VT
2000-08-05,386,VT
2000-08-12,373,VT
2000-08-19,452,VT
2000-08-26,364,VT
2000-09-02,328,VT
2000-09-09,357,VT
2000-09-16,342,VT
2000-09-23,305,VT
2000-09-30,282,VT
2000-10-07,389,VT
2000-10-14,485,VT
2000-10-21,685,VT
2000-10-28,610,VT
2000-11-04,809,VT
2000-11-11,585,VT
2000-11-18,842,VT
2000-11-25,1072,VT
2000-12-02,768,VT
2000-12-09,766,VT
2000-12-16,929,VT
2000-12-23,1252,VT
2000-12-30,2335,VT
2001-01-06,1036,VT
2001-01-13,945,VT
2001-01-20,712,VT
2001-01-27,618,VT
2001-02-03,766,VT
2001-02-10,680,VT
2001-02-17,582,VT
2001-02-24,777,VT
2001-03-03,957,VT
2001-03-10,773,VT
2001-03-17,671,VT
2001-03-24,651,VT
2001-03-31,582,VT
2001-04-07,904,VT
2001-04-14,886,VT
2001-04-21,1092,VT
2001-04-28,938,VT
2001-05-05,634,VT
2001-05-12,836,VT
2001-05-19,611,VT
2001-05-26,578,VT
2001-06-02,569,VT
2001-06-09,582,VT
2001-06-16,548,VT
2001-06-23,798,VT
2001-06-30,635,VT
2001-07-07,990,VT
2001-07-14,850,VT
2001-07-21,609,VT
2001-07-28,747,VT
2001-08-04,534,VT
2001-08-11,520,VT
2001-08-18,393,VT
2001-08-25,393,VT
2001-09-01,425,VT
2001-09-08,744,VT
2001-09-15,499,VT
2001-09-22,570,VT
2001-09-29,514,VT
2001-10-06,570,VT
2001-10-13,693,VT
2001-10-20,1374,VT
2001-10-27,978,VT
2001-11-03,937,VT
2001-11-10,1124,VT
2001-11-17,934,VT
2001-11-24,2116,VT
2001-12-01,1174,VT
2001-12-08,1094,VT
2001-12-15,1016,VT
2001-12-22,1658,VT
2001-12-29,4494,VT
2002-01-05,1268,VT
2002-01-12,1298,VT
2002-01-19,970,VT
2002-01-26,705,VT
2002-02-02,803,VT
2002-02-09,972,VT
2002-02-16,821,VT
2002-02-23,999,VT
2002-03-02,1059,VT
2002-03-09,825,VT
2002-03-16,868,VT
2002-03-23,908,VT
2002-03-30,789,VT
2002-04-06,1045,VT
2002-04-13,1137,VT
2002-04-20,1107,VT
2002-04-27,1074,VT
2002-05-04,715,VT
2002-05-11,685,VT
2002-05-18,667,VT
2002-05-25,791,VT
2002-06-01,632,VT
2002-06-08,637,VT
2002-06-15,676,VT
2002-06-22,1082,VT
2002-06-29,647,VT
2002-07-06,813,VT
2002-07-13,763,VT
2002-07-20,633,VT
2002-07-27,668,VT
2002-08-03,596,VT
2002-08-10,799,VT
2002-08-17,619,VT
2002-08-24,669,VT
2002-08-31,506,VT
2002-09-07,534,VT
2002-09-14,509,VT
2002-09-21,560,VT
2002-09-28,513,VT
2002-10-05,618,VT
2002-10-12,664,VT
2002-10-19,740,VT
2002-10-26,993,VT
2002-11-02,1107,VT
2002-11-09,1216,VT
2002-11-16,876,VT
2002-11-23,1124,VT
2002-11-30,1947,VT
2002-12-07,1285,VT
2002-12-14,1063,VT
2002-12-21,1097,VT
2002-12-28,3743,VT
2003-01-04,1228,VT
2003-01-11,1157,VT
2003-01-18,877,VT
2003-01-25,875,VT
2003-02-01,774,VT
2003-02-08,745,VT
2003-02-15,729,VT
2003-02-22,1394,VT
2003-03-01,1114,VT
2003-03-08,881,VT
2003-03-15,801,VT
2003-03-22,840,VT
2003-03-29,1274,VT
2003-04-05,1157,VT
2003-04-12,1005,VT
2003-04-19,1411,VT
2003-04-26,1711,VT
2003-05-03,930,VT
2003-05-10,665,VT
2003-05-17,834,VT
2003-05-24,612,VT
2003-05-31,1164,VT
2003-06-07,754,VT
2003-06-14,659,VT
2003-06-21,1623,VT
2003-06-28,886,VT
2003-07-05,762,VT
2003-07-12,723,VT
2003-07-19,652,VT
2003-07-26,643,VT
2003-08-02,480,VT
2003-08-09,588,VT
2003-08-16,444,VT
2003-08-23,614,VT
2003-08-30,593,VT
2003-09-06,1362,VT
2003-09-13,1332,VT
2003-09-20,1137,VT
2003-09-27,1303,VT
2003-10-04,560,VT
2003-10-11,681,VT
2003-10-18,574,VT
2003-10-25,1064,VT
2003-11-01,1080,VT
2003-11-08,1058,VT
2003-11-15,935,VT
2003-11-22,1111,VT
2003-11-29,1369,VT
2003-12-06,1214,VT
2003-12-13,986,VT
2003-12-20,1018,VT
2003-12-27,2648,VT
2004-01-03,1613,VT
2004-01-10,1236,VT
2004-01-17,956,VT
2004-01-24,754,VT
2004-01-31,755,VT
2004-02-07,666,VT
2004-02-14,691,VT
2004-02-21,968,VT
2004-02-28,894,VT
2004-03-06,651,VT
2004-03-13,660,VT
2004-03-20,741,VT
2004-03-27,611,VT
2004-04-03,813,VT
2004-04-10,1024,VT
2004-04-17,1079,VT
2004-04-24,1352,VT
2004-05-01,626,VT
2004-05-08,647,VT
2004-05-15,595,VT
2004-05-22,643,VT
2004-05-29,509,VT
2004-06-05,565,VT
2004-06-12,475,VT
2004-06-19,915,VT
2004-06-26,801,VT
2004-07-03,549,VT
2004-07-10,652,VT
2004-07-17,485,VT
2004-07-24,539,VT
2004-07-31,469,VT
2004-08-07,446,VT
2004-08-14,485,VT
2004-08-21,423,VT
2004-08-28,388,VT
2004-09-04,431,VT
2004-09-11,554,VT
2004-09-18,441,VT
2004-09-25,419,VT
2004-10-02,403,VT
2004-10-09,514,VT
2004-10-16,619,VT
2004-10-23,826,VT
2004-10-30,814,VT
2004-11-06,1055,VT
2004-11-13,963,VT
2004-11-20,956,VT
2004-11-27,1059,VT
2004-12-04,1145,VT
2004-12-11,912,VT
2004-12-18,833,VT
2004-12-25,1733,VT
2005-01-01,2007,VT
2005-01-08,1202,VT
2005-01-15,791,VT
2005-01-22,801,VT
2005-01-29,744,VT
2005-02-05,700,VT
2005-02-12,587,VT
2005-02-19,518,VT
2005-02-26,1210,VT
2005-03-05,712,VT
2005-03-12,597,VT
2005-03-19,707,VT
2005-03-26,834,VT
2005-04-02,671,VT
2005-04-09,955,VT
2005-04-16,1041,VT
2005-04-23,1361,VT
2005-04-30,752,VT
2005-05-07,594,VT
2005-05-14,480,VT
2005-05-21,732,VT
2005-05-28,552,VT
2005-06-04,616,VT
2005-06-11,505,VT
2005-06-18,701,VT
2005-06-25,1032,VT
2005-07-02,557,VT
2005-07-09,830,VT
2005-07-16,522,VT
2005-07-23,465,VT
2005-07-30,442,VT
2005-08-06,563,VT
2005-08-13,504,VT
2005-08-20,400,VT
2005-08-27,372,VT
2005-09-03,441,VT
2005-09-10,569,VT
2005-09-17,503,VT
2005-09-24,386,VT
2005-10-01,474,VT
2005-10-08,528,VT
2005-10-15,834,VT
2005-10-22,860,VT
2005-10-29,883,VT
2005-11-05,891,VT
2005-11-12,721,VT
2005-11-19,1082,VT
2005-11-26,1774,VT
2005-12-03,1036,VT
2005-12-10,952,VT
2005-12-17,1182,VT
2005-12-24,1893,VT
2005-12-31,2377,VT
2006-01-07,1175,VT
2006-01-14,1132,VT
2006-01-21,767,VT
2006-01-28,679,VT
2006-02-04,710,VT
2006-02-11,636,VT
2006-02-18,612,VT
2006-02-25,841,VT
2006-03-04,1145,VT
2006-03-11,796,VT
2006-03-18,728,VT
2006-03-25,716,VT
2006-04-01,692,VT
2006-04-08,972,VT
2006-04-15,914,VT
2006-04-22,1197,VT
2006-04-29,929,VT
2006-05-06,732,VT
2006-05-13,516,VT
2006-05-20,788,VT
2006-05-27,604,VT
2006-06-03,530,VT
2006-06-10,524,VT
2006-06-17,639,VT
2006-06-24,965,VT
2006-07-01,659,VT
2006-07-08,813,VT
2006-07-15,531,VT
2006-07-22,455,VT
2006-07-29,530,VT
2006-08-05,423,VT
2006-08-12,412,VT
2006-08-19,486,VT
2006-08-26,435,VT
2006-09-02,381,VT
2006-09-09,441,VT
2006-09-16,469,VT
2006-09-23,827,VT
2006-09-30,404,VT
2006-10-07,553,VT
2006-10-14,587,VT
2006-10-21,875,VT
2006-10-28,928,VT
2006-11-04,1088,VT
2006-11-11,784,VT
2006-11-18,1059,VT
2006-11-25,1059,VT
2006-12-02,1188,VT
2006-12-09,1108,VT
2006-12-16,885,VT
2006-12-23,1343,VT
2006-12-30,2478,VT
2007-01-06,1174,VT
2007-01-13,978,VT
2007-01-20,931,VT
2007-01-27,748,VT
2007-02-03,819,VT
2007-02-10,727,VT
2007-02-17,604,VT
2007-02-24,836,VT
2007-03-03,1034,VT
2007-03-10,700,VT
2007-03-17,717,VT
2007-03-24,668,VT
2007-03-31,617,VT
2007-04-07,818,VT
2007-04-14,861,VT
2007-04-21,1506,VT
2007-04-28,903,VT
2007-05-05,723,VT
2007-05-12,578,VT
2007-05-19,871,VT
2007-05-26,525,VT
2007-06-02,479,VT
2007-06-09,433,VT
2007-06-16,671,VT
2007-06-23,1077,VT
2007-06-30,746,VT
2007-07-07,867,VT
2007-07-14,512,VT
2007-07-21,444,VT
2007-07-28,434,VT
2007-08-04,401,VT
2007-08-11,485,VT
2007-08-18,399,VT
2007-08-25,407,VT
2007-09-01,448,VT
2007-09-08,628,VT
2007-09-15,517,VT
2007-09-22,544,VT
2007-09-29,472,VT
2007-10-06,606,VT
2007-10-13,590,VT
2007-10-20,809,VT
2007-10-27,786,VT
2007-11-03,982,VT
2007-11-10,1030,VT
2007-11-17,973,VT
2007-11-24,1776,VT
2007-12-01,1210,VT
2007-12-08,1184,VT
2007-12-15,1050,VT
2007-12-22,1453,VT
2007-12-29,2860,VT
2008-01-05,1267,VT
2008-01-12,975,VT
2008-01-19,956,VT
2008-01-26,824,VT
2008-02-02,753,VT
2008-02-09,707,VT
2008-02-16,590,VT
2008-02-23,1137,VT
2008-03-01,1138,VT
2008-03-08,793,VT
2008-03-15,854,VT
2008-03-22,744,VT
2008-03-29,974,VT
2008-04-05,976,VT
2008-04-12,1015,VT
2008-04-19,1351,VT
2008-04-26,1447,VT
2008-05-03,839,VT
2008-05-10,689,VT
2008-05-17,824,VT
2008-05-24,667,VT
2008-05-31,905,VT
2008-06-07,535,VT
2008-06-14,555,VT
2008-06-21,998,VT
2008-06-28,919,VT
2008-07-05,785,VT
2008-07-12,719,VT
2008-07-19,712,VT
2008-07-26,980,VT
2008-08-02,863,VT
2008-08-09,716,VT
2008-08-16,525,VT
2008-08-23,860,VT
2008-08-30,617,VT
2008-09-06,583,VT
2008-09-13,614,VT
2008-09-20,590,VT
2008-09-27,597,VT
2008-10-04,748,VT
2008-10-11,780,VT
2008-10-18,840,VT
2008-10-25,1205,VT
2008-11-01,1269,VT
2008-11-08,1256,VT
2008-11-15,1212,VT
2008-11-22,1573,VT
2008-11-29,1834,VT
2008-12-06,1535,VT
2008-12-13,1272,VT
2008-12-20,1604,VT
2008-12-27,2663,VT
2009-01-03,1761,VT
2009-01-10,2021,VT
2009-01-17,1698,VT
2009-01-24,1362,VT
2009-01-31,1423,VT
2009-02-07,1431,VT
2009-02-14,1537,VT
2009-02-21,1383,VT
2009-02-28,1587,VT
2009-03-07,1655,VT
2009-03-14,1446,VT
2009-03-21,1121,VT
2009-03-28,1222,VT
2009-04-04,1427,VT
2009-04-11,1481,VT
2009-04-18,1684,VT
2009-04-25,1528,VT
2009-05-02,1152,VT
2009-05-09,1132,VT
2009-05-16,1438,VT
2009-05-23,1006,VT
2009-05-30,985,VT
2009-06-06,976,VT
2009-06-13,1052,VT
2009-06-20,1385,VT
2009-06-27,1296,VT
2009-07-04,1059,VT
2009-07-11,1241,VT
2009-07-18,964,VT
2009-07-25,860,VT
2009-08-01,829,VT
2009-08-08,907,VT
2009-08-15,926,VT
2009-08-22,720,VT
2009-08-29,816,VT
2009-09-05,839,VT
2009-09-12,760,VT
2009-09-19,786,VT
2009-09-26,796,VT
2009-10-03,844,VT
2009-10-10,916,VT
2009-10-17,1053,VT
2009-10-24,1238,VT
2009-10-31,1163,VT
2009-11-07,1318,VT
2009-11-14,1258,VT
2009-11-21,1328,VT
2009-11-28,1805,VT
2009-12-05,1590,VT
2009-12-12,1416,VT
2009-12-19,1411,VT
2009-12-26,2397,VT
2010-01-02,1459,VT
2010-01-09,1455,VT
2010-01-16,1319,VT
2010-01-23,1058,VT
2010-01-30,1084,VT
2010-02-06,958,VT
2010-02-13,831,VT
2010-02-20,1014,VT
2010-02-27,1405,VT
2010-03-06,913,VT
2010-03-13,1106,VT
2010-03-20,1117,VT
2010-03-27,884,VT
2010-04-03,984,VT
2010-04-10,1248,VT
2010-04-17,1421,VT
2010-04-24,1252,VT
2010-05-01,1041,VT
2010-05-08,898,VT
2010-05-15,863,VT
2010-05-22,974,VT
2010-05-29,844,VT
2010-06-05,665,VT
2010-06-12,698,VT
2010-06-19,1113,VT
2010-06-26,1123,VT
2010-07-03,860,VT
2010-07-10,748,VT
2010-07-17,672,VT
2010-07-24,711,VT
2010-07-31,668,VT
2010-08-07,684,VT
2010-08-14,673,VT
2010-08-21,684,VT
2010-08-28,626,VT
2010-09-04,634,VT
2010-09-11,684,VT
2010-09-18,662,VT
2010-09-25,651,VT
2010-10-02,679,VT
2010-10-09,846,VT
2010-10-16,754,VT
2010-10-23,1060,VT
2010-10-30,1089,VT
2010-11-06,1383,VT
2010-11-13,897,VT
2010-11-20,1410,VT
2010-11-27,1796,VT
2010-12-04,1378,VT
2010-12-11,1160,VT
2010-12-18,1219,VT
2010-12-25,2113,VT
2011-01-01,2173,VT
2011-01-08,1547,VT
2011-01-15,946,VT
2011-01-22,838,VT
2011-01-29,883,VT
2011-02-05,838,VT
2011-02-12,704,VT
2011-02-19,890,VT
2011-02-26,1230,VT
2011-03-05,761,VT
2011-03-12,1019,VT
2011-03-19,854,VT
2011-03-26,830,VT
2011-04-02,848,VT
2011-04-09,1205,VT
2011-04-16,1269,VT
2011-04-23,1662,VT
2011-04-30,894,VT
2011-05-07,979,VT
2011-05-14,929,VT
2011-05-21,1034,VT
2011-05-28,524,VT
2011-06-04,742,VT
2011-06-11,598,VT
2011-06-18,774,VT
2011-06-25,1261,VT
2011-07-02,665,VT
2011-07-09,798,VT
2011-07-16,609,VT
2011-07-23,533,VT
2011-07-30,583,VT
2011-08-06,626,VT
2011-08-13,545,VT
2011-08-20,540,VT
2011-08-27,474,VT
2011-09-03,1179,VT
2011-09-10,1076,VT
2011-09-17,717,VT
2011-09-24,608,VT
2011-10-01,572,VT
2011-10-08,810,VT
2011-10-15,635,VT
2011-10-22,755,VT
2011-10-29,882,VT
2011-11-05,1094,VT
2011-11-12,794,VT
2011-11-19,1115,VT
2011-11-26,1361,VT
2011-12-03,1250,VT
2011-12-10,1020,VT
2011-12-17,1044,VT
2011-12-24,1689,VT
2011-12-31,2065,VT
2012-01-07,1427,VT
2012-01-14,1217,VT
2012-01-21,878,VT
2012-01-28,833,VT
2012-02-04,837,VT
2012-02-11,792,VT
2012-02-18,719,VT
2012-02-25,959,VT
2012-03-03,1117,VT
2012-03-10,963,VT
2012-03-17,912,VT
2012-03-24,875,VT
2012-03-31,1287,VT
2012-04-07,1209,VT
2012-04-14,1018,VT
2012-04-21,1166,VT
2012-04-28,1099,VT
2012-05-05,715,VT
2012-05-12,732,VT
2012-05-19,968,VT
2012-05-26,722,VT
2012-06-02,513,VT
2012-06-09,589,VT
2012-06-16,962,VT
2012-06-23,1107,VT
2012-06-30,688,VT
2012-07-07,850,VT
2012-07-14,578,VT
2012-07-21,814,VT
2012-07-28,594,VT
2012-08-04,540,VT
2012-08-11,620,VT
2012-08-18,453,VT
2012-08-25,518,VT
2012-09-01,441,VT
2012-09-08,534,VT
2012-09-15,520,VT
2012-09-22,561,VT
2012-09-29,529,VT
2012-10-06,571,VT
2012-10-13,694,VT
2012-10-20,742,VT
2012-10-27,790,VT
2012-11-03,1099,VT
2012-11-10,948,VT
2012-11-17,763,VT
2012-11-24,1622,VT
2012-12-01,1220,VT
2012-12-08,988,VT
2012-12-15,970,VT
2012-12-22,1404,VT
2012-12-29,2507,VT
2013-01-05,1272,VT
2013-01-12,1034,VT
2013-01-19,1111,VT
2013-01-26,1173,VT
2013-02-02,676,VT
2013-02-09,716,VT
2013-02-16,693,VT
2013-02-23,978,VT
2013-03-02,1109,VT
2013-03-09,932,VT
2013-03-16,778,VT
2013-03-23,678,VT
2013-03-30,688,VT
2013-04-06,898,VT
2013-04-13,1068,VT
2013-04-20,1211,VT
2013-04-27,1049,VT
2013-05-04,922,VT
2013-05-11,679,VT
2013-05-18,849,VT
2013-05-25,683,VT
2013-06-01,484,VT
